#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
1210000      5.05e-02    4.45e-01      4.89e-04    1.36e-02      2.68e-02    2.26e-01    2.5e-06
1210100      6.59e-02    5.56e-02      5.04e-04    9.26e-04      3.51e-02    2.93e-02    2.5e-06
1210200      5.11e-02    5.94e-02      5.22e-04    6.96e-04      2.72e-02    3.16e-02    2.5e-06
1210300      5.82e-02    5.66e-02      1.27e-03    7.85e-04      3.02e-02    3.00e-02    2.5e-06
1210400      5.63e-02    5.68e-02      7.95e-04    9.77e-04      2.98e-02    2.99e-02    2.5e-06
1210500      6.27e-02    1.98e-01      2.52e-03    3.63e-03      3.04e-02    1.04e-01    2.5e-06
1210600      6.14e-02    5.85e-02      8.02e-04    8.67e-04      3.24e-02    3.09e-02    2.5e-06
1210700      5.46e-02    5.48e-02      3.11e-04    7.05e-04      2.91e-02    2.90e-02    2.5e-06
1210800      5.99e-02    5.45e-02      6.90e-04    5.54e-04      3.18e-02    2.90e-02    2.5e-06
1210900      5.81e-02    5.48e-02      6.47e-04    6.95e-04      3.08e-02    2.91e-02    2.5e-06
1211000      6.46e-02    5.95e-02      8.90e-04    7.44e-04      3.42e-02    3.15e-02    2.5e-06
1211100      6.91e-02    5.93e-02      7.05e-04    5.44e-04      3.67e-02    3.16e-02    2.5e-06
1211200      6.17e-02    5.35e-02      6.27e-04    7.85e-04      3.28e-02    2.83e-02    2.5e-06
1211300      5.71e-02    5.60e-02      6.47e-04    9.14e-04      3.03e-02    2.95e-02    2.5e-06
1211400      5.14e-02    5.56e-02      8.18e-04    8.02e-04      2.70e-02    2.94e-02    2.5e-06
1211500      5.25e-02    5.30e-02      9.38e-04    5.08e-04      2.75e-02    2.82e-02    2.5e-06
1211600      1.22e-01    5.76e-02      5.44e-03    1.64e-03      5.74e-02    2.95e-02    2.5e-06
1211700      7.99e-02    9.00e-02      6.23e-04    7.58e-04      4.25e-02    4.80e-02    2.5e-06
1211800      6.33e-02    5.94e-02      5.54e-04    1.13e-03      3.37e-02    3.12e-02    2.5e-06
1211900      5.81e-02    6.42e-02      2.75e-04    1.21e-03      3.10e-02    3.37e-02    2.5e-06
1212000      5.44e-02    5.80e-02      8.12e-04    8.75e-04      2.88e-02    3.06e-02    2.5e-06
1212100      8.23e-02    1.55e-01      1.12e-03    1.65e-03      4.35e-02    8.25e-02    2.5e-06
1212200      5.95e-02    5.99e-02      1.06e-03    1.16e-03      3.11e-02    3.14e-02    2.5e-06
1212300      4.54e-02    5.42e-02      2.17e-04    5.65e-04      2.42e-02    2.88e-02    2.5e-06
1212400      5.53e-02    6.07e-02      1.70e-03    1.69e-03      2.80e-02    3.11e-02    2.5e-06
1212500      6.26e-02    6.23e-02      1.46e-03    1.24e-03      3.22e-02    3.26e-02    2.5e-06
1212600      4.89e-02    5.54e-02      4.05e-04    6.72e-04      2.60e-02    2.94e-02    2.5e-06
1212700      5.51e-02    5.92e-02      5.57e-04    8.12e-04      2.92e-02    3.13e-02    2.5e-06
1212800      4.99e-02    5.91e-02      4.83e-04    1.38e-03      2.65e-02    3.07e-02    2.5e-06
1212900      5.26e-02    8.04e-02      5.82e-04    1.09e-03      2.78e-02    4.26e-02    2.5e-06
1213000      6.49e-02    5.81e-02      1.58e-03    1.49e-03      3.36e-02    3.00e-02    2.5e-06
1213100      5.93e-02    5.81e-02      4.31e-04    6.69e-04      3.16e-02    3.08e-02    2.5e-06
1213200      6.38e-02    5.96e-02      8.74e-04    9.69e-04      3.37e-02    3.14e-02    2.5e-06
1213300      5.17e-02    5.73e-02      9.33e-04    1.31e-03      2.71e-02    2.98e-02    2.5e-06
1213400      5.97e-02    7.96e-02      3.61e-04    1.24e-03      3.18e-02    4.20e-02    2.5e-06
1213500      7.26e-02    5.73e-02      1.25e-04    7.64e-04      3.88e-02    3.03e-02    2.5e-06
1213600      5.54e-02    5.69e-02      1.95e-04    5.64e-04      2.96e-02    3.03e-02    2.5e-06
1213700      5.56e-02    5.62e-02      5.20e-04    5.87e-04      2.95e-02    2.99e-02    2.5e-06
1213800      7.55e-02    6.05e-02      3.60e-04    5.90e-04      4.03e-02    3.22e-02    2.5e-06
1213900      6.41e-02    5.96e-02      1.05e-03    7.40e-04      3.37e-02    3.16e-02    2.5e-06
1214000      8.08e-02    8.69e-02      5.20e-03    5.41e-03      3.24e-02    3.57e-02    2.5e-06
1214100      5.74e-02    5.95e-02      5.85e-04    9.62e-04      3.05e-02    3.14e-02    2.5e-06
1214200      5.62e-02    9.35e-02      1.21e-03    7.55e-04      2.92e-02    4.98e-02    2.5e-06
1214300      5.63e-02    5.33e-02      9.78e-04    7.97e-04      2.95e-02    2.82e-02    2.5e-06
1214400      5.25e-02    5.86e-02      3.06e-04    6.63e-04      2.80e-02    3.11e-02    2.5e-06
1214500      5.16e-02    5.93e-02      2.00e-04    6.54e-04      2.75e-02    3.15e-02    2.5e-06
1214600      5.30e-02    6.13e-02      9.79e-04    5.34e-04      2.76e-02    3.26e-02    2.5e-06
1214700      5.67e-02    5.19e-02      6.76e-04    3.91e-04      3.00e-02    2.77e-02    2.5e-06
1214800      6.29e-02    5.62e-02      6.72e-04    7.45e-04      3.34e-02    2.98e-02    2.5e-06
1214900      5.70e-02    8.78e-02      1.19e-04    1.40e-03      3.05e-02    4.64e-02    2.5e-06
1215000      5.60e-02    5.33e-02      3.89e-04    7.10e-04      3.01e-02    2.85e-02    2.4e-06
1215100      5.36e-02    6.18e-02      7.20e-04    1.01e-03      2.85e-02    3.29e-02    2.4e-06
1215200      1.60e-01    5.70e-02      5.27e-03    5.88e-04      8.02e-02    3.06e-02    2.4e-06
1215300      5.71e-02    5.88e-02      8.33e-04    5.14e-04      3.04e-02    3.16e-02    2.4e-06
1215400      5.66e-02    6.50e-02      6.26e-04    7.92e-04      3.02e-02    3.48e-02    2.4e-06
1215500      5.70e-02    5.70e-02      7.39e-04    9.62e-04      3.04e-02    3.03e-02    2.4e-06
1215600      5.18e-02    6.01e-02      5.27e-04    7.85e-04      2.77e-02    3.21e-02    2.4e-06
1215700      6.09e-02    5.79e-02      8.79e-04    8.66e-04      3.25e-02    3.09e-02    2.4e-06
1215800      5.35e-02    5.14e-02      1.16e-03    6.54e-04      2.78e-02    2.75e-02    2.4e-06
1215900      6.38e-02    6.82e-02      1.04e-03    1.21e-03      3.38e-02    3.62e-02    2.4e-06
1216000      4.83e-02    6.41e-02      3.88e-04    1.09e-03      2.59e-02    3.41e-02    2.4e-06
1216100      6.97e-02    6.28e-02      1.44e-03    9.10e-04      3.64e-02    3.35e-02    2.4e-06
1216200      5.72e-02    5.49e-02      6.88e-04    9.77e-04      3.06e-02    2.91e-02    2.4e-06
1216300      5.54e-02    5.58e-02      1.04e-03    9.03e-04      2.93e-02    2.97e-02    2.4e-06
1216400      4.90e-02    1.59e-01      6.03e-04    9.08e-04      2.61e-02    8.55e-02    2.4e-06
1216500      6.68e-02    5.60e-02      5.36e-04    8.85e-04      3.57e-02    2.98e-02    2.4e-06
1216600      5.37e-02    5.38e-02      3.11e-04    5.51e-04      2.89e-02    2.89e-02    2.4e-06
1216700      8.94e-02    9.07e-02      6.15e-03    6.78e-03      3.33e-02    3.13e-02    2.4e-06
1216800      5.53e-02    5.82e-02      5.45e-04    6.41e-04      2.97e-02    3.12e-02    2.4e-06
1216900      5.35e-02    5.50e-02      5.73e-04    4.85e-04      2.86e-02    2.95e-02    2.4e-06
1217000      5.35e-02    6.02e-02      1.39e-04    6.55e-04      2.88e-02    3.23e-02    2.4e-06
1217100      5.77e-02    5.62e-02      8.92e-04    4.91e-04      3.06e-02    3.02e-02    2.4e-06
1217200      7.15e-02    5.84e-02      4.21e-04    9.45e-04      3.85e-02    3.11e-02    2.4e-06
1217300      5.30e-02    5.64e-02      8.98e-04    3.89e-04      2.79e-02    3.03e-02    2.4e-06
1217400      5.80e-02    5.77e-02      7.10e-04    5.55e-04      3.10e-02    3.10e-02    2.4e-06
1217500      5.18e-02    5.86e-02      8.36e-04    6.61e-04      2.74e-02    3.14e-02    2.4e-06
1217600      5.86e-02    6.22e-02      7.57e-04    8.88e-04      3.12e-02    3.32e-02    2.4e-06
1217700      5.01e-02    8.09e-02      5.45e-04    1.39e-03      2.68e-02    4.29e-02    2.4e-06
1217800      5.20e-02    5.54e-02      1.21e-03    6.52e-04      2.72e-02    2.97e-02    2.4e-06
1217900      5.99e-02    6.16e-02      1.13e-03    7.59e-04      3.14e-02    3.30e-02    2.4e-06
1218000      5.64e-02    5.41e-02      4.21e-04    1.14e-03      3.03e-02    2.85e-02    2.4e-06
1218100      6.49e-02    5.55e-02      9.85e-04    5.64e-04      3.44e-02    2.98e-02    2.4e-06
1218200      6.19e-02    5.45e-02      6.97e-04    5.72e-04      3.31e-02    2.92e-02    2.4e-06
1218300      6.20e-02    5.77e-02      1.05e-03    7.56e-04      3.29e-02    3.08e-02    2.4e-06
1218400      6.51e-02    5.68e-02      9.16e-04    9.42e-04      3.47e-02    3.02e-02    2.4e-06
1218500      5.51e-02    7.54e-02      9.45e-04    1.31e-03      2.91e-02    4.00e-02    2.4e-06
1218600      5.53e-02    5.98e-02      3.27e-04    5.96e-04      2.97e-02    3.21e-02    2.4e-06
1218700      6.17e-02    5.81e-02      1.75e-03    1.68e-03      3.16e-02    2.99e-02    2.4e-06
1218800      7.90e-02    5.71e-02      4.69e-04    3.61e-04      4.24e-02    3.07e-02    2.4e-06
1218900      5.10e-02    5.77e-02      1.47e-04    8.26e-04      2.75e-02    3.08e-02    2.4e-06
1219000      5.44e-02    5.79e-02      5.33e-04    7.97e-04      2.91e-02    3.09e-02    2.4e-06
1219100      7.03e-02    1.05e-01      6.56e-04    1.53e-03      3.77e-02    5.58e-02    2.4e-06
1219200      5.75e-02    5.64e-02      9.31e-04    2.90e-04      3.06e-02    3.04e-02    2.4e-06
1219300      5.89e-02    5.67e-02      1.19e-03    5.71e-04      3.10e-02    3.04e-02    2.4e-06
1219400      4.74e-02    5.59e-02      3.09e-04    6.34e-04      2.55e-02    3.00e-02    2.4e-06
1219500      5.39e-02    5.72e-02      6.40e-04    7.42e-04      2.87e-02    3.06e-02    2.4e-06
1219600      5.91e-02    5.43e-02      3.62e-04    4.52e-04      3.18e-02    2.92e-02    2.4e-06
1219700      5.42e-02    5.43e-02      4.05e-04    6.92e-04      2.92e-02    2.90e-02    2.4e-06
1219800      5.35e-02    5.59e-02      4.10e-04    7.42e-04      2.87e-02    2.99e-02    2.4e-06
1219900      5.51e-02    5.89e-02      1.89e-04    6.33e-04      2.97e-02    3.16e-02    2.4e-06
1220000      5.86e-02    5.47e-02      5.22e-04    9.29e-04      3.17e-02    2.93e-02    2.4e-06
1220100      7.94e-02    5.69e-02      6.87e-04    9.69e-04      4.29e-02    3.05e-02    2.4e-06
1220200      5.37e-02    5.95e-02      7.29e-04    1.03e-03      2.88e-02    3.19e-02    2.4e-06
1220300      5.71e-02    5.28e-02      3.64e-04    6.33e-04      3.09e-02    2.85e-02    2.4e-06
1220400      6.58e-02    5.84e-02      6.49e-04    7.70e-04      3.55e-02    3.15e-02    2.4e-06
1220500      5.50e-02    5.53e-02      3.83e-04    6.78e-04      2.98e-02    2.99e-02    2.4e-06
1220600      4.98e-02    5.51e-02      3.91e-04    3.85e-04      2.70e-02    2.99e-02    2.4e-06
1220700      5.77e-02    5.42e-02      8.56e-04    7.60e-04      3.10e-02    2.92e-02    2.4e-06
1220800      6.06e-02    8.32e-02      8.27e-04    1.66e-03      3.25e-02    4.43e-02    2.4e-06
1220900      5.79e-02    5.56e-02      1.04e-03    9.40e-04      3.07e-02    2.98e-02    2.4e-06
1221000      5.43e-02    6.01e-02      1.17e-03    1.07e-03      2.87e-02    3.22e-02    2.4e-06
1221100      5.69e-02    5.54e-02      5.24e-04    7.15e-04      3.08e-02    2.99e-02    2.4e-06
1221200      5.57e-02    8.77e-02      1.91e-03    7.98e-04      2.83e-02    4.75e-02    2.4e-06
1221300      6.02e-02    6.08e-02      8.07e-04    9.17e-04      3.24e-02    3.27e-02    2.4e-06
1221400      5.21e-02    6.23e-02      8.39e-04    1.46e-03      2.78e-02    3.29e-02    2.4e-06
1221500      5.20e-02    5.68e-02      4.87e-04    8.96e-04      2.80e-02    3.05e-02    2.4e-06
1221600      7.63e-02    5.92e-02      2.15e-03    1.44e-03      3.93e-02    3.12e-02    2.4e-06
1221700      5.90e-02    5.35e-02      6.27e-04    8.29e-04      3.18e-02    2.88e-02    2.4e-06
1221800      5.29e-02    5.83e-02      8.49e-04    7.75e-04      2.81e-02    3.14e-02    2.4e-06
1221900      7.25e-02    5.32e-02      2.77e-03    7.11e-04      3.62e-02    2.87e-02    2.4e-06
1222000      5.46e-02    5.78e-02      8.19e-04    7.11e-04      2.93e-02    3.12e-02    2.4e-06
1222100      6.06e-02    2.71e-01      1.37e-03    5.26e-03      3.20e-02    1.44e-01    2.4e-06
1222200      5.27e-02    5.59e-02      7.28e-04    8.28e-04      2.83e-02    3.01e-02    2.4e-06
1222300      5.72e-02    5.80e-02      7.45e-04    9.20e-04      3.07e-02    3.11e-02    2.4e-06
1222400      5.05e-02    5.55e-02      4.86e-04    6.27e-04      2.73e-02    3.00e-02    2.4e-06
1222500      5.86e-02    5.53e-02      4.00e-04    5.79e-04      3.18e-02    2.99e-02    2.4e-06
1222600      5.37e-02    5.94e-02      5.11e-04    8.46e-04      2.91e-02    3.20e-02    2.4e-06
1222700      5.80e-02    5.48e-02      1.02e-03    5.72e-04      3.10e-02    2.96e-02    2.4e-06
1222800      7.06e-02    6.72e-02      2.60e-03    2.35e-03      3.52e-02    3.42e-02    2.4e-06
1222900      6.63e-02    5.97e-02      9.34e-04    8.91e-04      3.57e-02    3.21e-02    2.4e-06
1223000      5.43e-02    1.22e-01      1.55e-04    2.13e-03      2.95e-02    6.54e-02    2.4e-06
1223100      4.48e-02    5.82e-02      5.69e-04    4.26e-04      2.41e-02    3.16e-02    2.4e-06
1223200      5.17e-02    5.90e-02      3.32e-04    1.18e-03      2.81e-02    3.14e-02    2.4e-06
1223300      4.84e-02    5.58e-02      3.18e-04    9.71e-04      2.62e-02    2.99e-02    2.4e-06
1223400      5.99e-02    6.03e-02      1.15e-03    1.33e-03      3.18e-02    3.20e-02    2.4e-06
1223500      5.12e-02    5.23e-02      1.16e-03    1.03e-03      2.70e-02    2.79e-02    2.4e-06
1223600      7.31e-02    7.27e-02      9.55e-04    9.94e-04      3.92e-02    3.92e-02    2.4e-06
1223700      5.38e-02    8.01e-02      2.19e-04    1.32e-03      2.93e-02    4.30e-02    2.4e-06
1223800      5.20e-02    5.90e-02      2.88e-04    5.61e-04      2.82e-02    3.19e-02    2.4e-06
1223900      5.39e-02    5.62e-02      8.02e-04    7.70e-04      2.90e-02    3.03e-02    2.4e-06
1224000      5.75e-02    5.48e-02      5.21e-04    9.78e-04      3.11e-02    2.93e-02    2.4e-06
1224100      6.10e-02    1.01e-01      1.21e-03    2.80e-03      3.23e-02    5.25e-02    2.4e-06
1224200      5.89e-02    5.37e-02      2.29e-04    6.09e-04      3.20e-02    2.90e-02    2.4e-06
1224300      6.25e-02    5.53e-02      1.28e-03    1.36e-03      3.30e-02    2.91e-02    2.4e-06
1224400      6.62e-02    5.38e-02      1.03e-03    1.29e-03      3.53e-02    2.84e-02    2.4e-06
1224500      5.26e-02    5.68e-02      8.58e-04    8.22e-04      2.81e-02    3.06e-02    2.4e-06
1224600      5.42e-02    5.47e-02      1.71e-03    1.47e-03      2.78e-02    2.86e-02    2.4e-06
1224700      5.36e-02    5.80e-02      1.18e-03    1.17e-03      2.84e-02    3.09e-02    2.4e-06
1224800      5.84e-02    5.66e-02      8.31e-04    7.10e-04      3.11e-02    3.06e-02    2.4e-06
1224900      5.22e-02    5.61e-02      5.73e-04    7.87e-04      2.81e-02    3.02e-02    2.4e-06
1225000      5.43e-02    5.63e-02      7.75e-04    5.32e-04      2.94e-02    3.08e-02    2.3e-06
1225100      5.30e-02    5.95e-02      5.98e-04    7.40e-04      2.89e-02    3.24e-02    2.3e-06
1225200      5.79e-02    9.96e-02      4.22e-04    1.11e-03      3.17e-02    5.44e-02    2.3e-06
1225300      5.30e-02    5.21e-02      1.52e-03    8.45e-04      2.76e-02    2.82e-02    2.3e-06
1225400      5.60e-02    5.62e-02      5.67e-04    7.31e-04      3.06e-02    3.06e-02    2.3e-06
1225500      8.02e-02    5.33e-02      1.22e-03    6.35e-04      4.34e-02    2.91e-02    2.3e-06
1225600      6.17e-02    5.56e-02      5.05e-04    4.23e-04      3.37e-02    3.04e-02    2.3e-06
1225700      6.20e-02    5.36e-02      8.67e-04    8.56e-04      3.36e-02    2.90e-02    2.3e-06
1225800      6.56e-02    5.58e-02      4.47e-04    4.13e-04      3.59e-02    3.06e-02    2.3e-06
1225900      5.70e-02    5.90e-02      2.83e-04    1.22e-03      3.12e-02    3.17e-02    2.3e-06
1226000      6.13e-02    5.85e-02      5.20e-04    1.00e-03      3.35e-02    3.16e-02    2.3e-06
1226100      6.33e-02    1.60e-01      1.24e-03    3.87e-03      3.37e-02    8.52e-02    2.3e-06
1226200      5.49e-02    7.12e-02      1.75e-04    1.14e-03      3.01e-02    3.86e-02    2.3e-06
1226300      4.84e-02    5.31e-02      5.41e-04    1.22e-03      2.63e-02    2.83e-02    2.3e-06
1226400      5.95e-02    5.33e-02      6.11e-04    1.09e-03      3.25e-02    2.86e-02    2.3e-06
1226500      4.69e-02    5.63e-02      4.15e-04    6.77e-04      2.56e-02    3.07e-02    2.3e-06
1226600      4.69e-02    5.54e-02      7.41e-04    7.66e-04      2.54e-02    3.01e-02    2.3e-06
1226700      6.01e-02    5.58e-02      3.79e-04    7.06e-04      3.29e-02    3.04e-02    2.3e-06
1226800      5.35e-02    5.46e-02      9.92e-04    9.52e-04      2.86e-02    2.95e-02    2.3e-06
1226900      5.55e-02    5.63e-02      9.20e-04    7.61e-04      2.99e-02    3.06e-02    2.3e-06
1227000      5.72e-02    9.95e-02      9.98e-04    1.23e-03      3.09e-02    5.41e-02    2.3e-06
1227100      5.64e-02    5.28e-02      7.02e-04    6.16e-04      3.06e-02    2.88e-02    2.3e-06
1227200      5.08e-02    8.83e-02      3.51e-04    1.20e-03      2.78e-02    4.80e-02    2.3e-06
1227300      5.35e-02    5.24e-02      5.31e-04    6.07e-04      2.92e-02    2.86e-02    2.3e-06
1227400      5.23e-02    5.57e-02      3.38e-04    7.16e-04      2.86e-02    3.03e-02    2.3e-06
1227500      6.37e-02    5.37e-02      2.08e-04    6.34e-04      3.49e-02    2.93e-02    2.3e-06
1227600      5.10e-02    7.74e-02      1.36e-04    7.54e-04      2.80e-02    4.23e-02    2.3e-06
1227700      5.85e-02    5.34e-02      6.57e-04    6.58e-04      3.18e-02    2.91e-02    2.3e-06
1227800      5.67e-02    6.03e-02      4.96e-04    7.75e-04      3.10e-02    3.28e-02    2.3e-06
1227900      4.89e-02    5.57e-02      6.13e-04    5.75e-04      2.65e-02    3.04e-02    2.3e-06
1228000      5.46e-02    6.01e-02      2.23e-04    7.86e-04      3.00e-02    3.27e-02    2.3e-06
1228100      6.15e-02    7.92e-02      7.84e-04    1.01e-03      3.35e-02    4.31e-02    2.3e-06
1228200      4.82e-02    8.80e-02      6.40e-04    1.31e-03      2.62e-02    4.77e-02    2.3e-06
1228300      5.19e-02    5.48e-02      4.04e-04    5.92e-04      2.83e-02    2.99e-02    2.3e-06
1228400      5.68e-02    6.01e-02      3.60e-04    7.23e-04      3.11e-02    3.27e-02    2.3e-06
1228500      5.96e-02    5.54e-02      7.96e-04    9.54e-04      3.23e-02    2.99e-02    2.3e-06
1228600      6.88e-02    5.63e-02      1.29e-03    8.62e-04      3.70e-02    3.05e-02    2.3e-06
1228700      5.64e-02    5.55e-02      2.26e-04    6.45e-04      3.09e-02    3.03e-02    2.3e-06
1228800      5.92e-02    5.87e-02      1.40e-03    1.16e-03      3.13e-02    3.15e-02    2.3e-06
1228900      5.45e-02    5.56e-02      1.53e-04    5.83e-04      2.99e-02    3.04e-02    2.3e-06
1229000      4.92e-02    5.90e-02      9.08e-04    1.29e-03      2.64e-02    3.15e-02    2.3e-06
1229100      6.36e-02    5.61e-02      7.19e-04    7.30e-04      3.45e-02    3.05e-02    2.3e-06
1229200      5.73e-02    5.43e-02      8.28e-04    7.38e-04      3.09e-02    2.95e-02    2.3e-06
1229300      5.02e-02    5.96e-02      6.65e-04    7.08e-04      2.73e-02    3.25e-02    2.3e-06
1229400      6.20e-02    6.27e-02      1.65e-03    1.67e-03      3.25e-02    3.31e-02    2.3e-06
1229500      6.30e-02    6.29e-02      1.53e-03    1.23e-03      3.29e-02    3.38e-02    2.3e-06
1229600      5.64e-02    5.56e-02      5.12e-04    6.09e-04      3.07e-02    3.03e-02    2.3e-06
1229700      6.60e-02    5.34e-02      1.20e-03    7.19e-04      3.54e-02    2.91e-02    2.3e-06
1229800      7.55e-02    7.15e-02      4.56e-03    4.24e-03      3.24e-02    3.11e-02    2.3e-06
1229900      6.11e-02    5.43e-02      7.07e-04    1.17e-03      3.33e-02    2.91e-02    2.3e-06
1230000      5.25e-02    5.25e-02      1.04e-03    6.17e-04      2.85e-02    2.89e-02    2.3e-06
